reactions	FOCUS_401	FOCUS_402	FOCUS_410	FOCUS_413	FOCUS_414	FOCUS_417	FOCUS_428	FOCUS_431	FOCUS_433	FOCUS_444	FOCUS_445	FOCUS_450	FOCUS_454	FOCUS_457	FOCUS_461	FOCUS_463	FOCUS_488	FOCUS_498	FOCUS_509	FOCUS_528	FOCUS_541	FOCUS_546	FOCUS_547	FOCUS_551	FOCUS_554	FOCUS_558	FOCUS_562	FOCUS_564	FOCUS_570	FOCUS_579	FOCUS_582	FOCUS_586	FOCUS_592	FOCUS_597	FOCUS_609	FOCUS_610	FOCUS_621	FOCUS_625	FOCUS_626	FOCUS_632	FOCUS_659	FOCUS_665	FOCUS_667	FOCUS_672	FOCUS_676	FOCUS_679	FOCUS_688	FOCUS_697	FOCUS_698	FOCUS_701	FOCUS_711	FOCUS_713	FOCUS_725	FOCUS_733	FOCUS_754	FOCUS_763	FOCUS_780	FOCUS_784	FOCUS_786	FOCUS_795	FOCUS_796	FOCUS_804	FOCUS_805	FOCUS_806	FOCUS_812	FOCUS_827	FOCUS_831	FOCUS_832	FOCUS_833	FOCUS_838	FOCUS_846	FOCUS_848	FOCUS_857	FOCUS_871	FOCUS_874	FOCUS_885	FOCUS_889	FOCUS_900	FOCUS_905	FOCUS_911	FOCUS_921	FOCUS_925	FOCUS_930	FOCUS_931	FOCUS_939	FOCUS_940	FOCUS_957
K08264	1858.16	390.33	270.67	629.67	2881.83	2302.84	111	28.67	1076	171.33	1173.83	2283.67	242.83	888	1311.5	322	184.34	786	1136.17	493.83	8.67	884.5	1249.5	219	127.33	597.67	1222.67	59.5	1367.67	790.5	1303	575	48	526	576.16	1209.67	624.17	290	679.67	968	405.67	458	275.33	738.01	1277.67	842.33	1015	344.67	157.66	1541	1025.5	217	1497	5060.83	824.5	21	102.5	617.66	56	74.5	985.33	968.5	600.33	2166.67	1142.33	668.34	1128.17	918.33	876.17	1474	901	1159.16	174.34	647	814.5	482.5	131.33	576.33	214.33	1194.83	576.67	86	190.67	314.83	158	868.49	263.5
K08265	1858.16	390.33	270.67	629.67	2881.83	2302.84	111	28.67	1076	171.33	1173.83	2283.67	242.83	888	1311.5	322	184.34	786	1136.17	493.83	8.67	884.5	1249.5	219	127.33	597.67	1222.67	59.5	1367.67	790.5	1303	575	48	526	576.16	1209.67	624.17	290	679.67	968	405.67	458	275.33	738.01	1277.67	842.33	1015	344.67	157.66	1541	1025.5	217	1497	5060.83	824.5	21	102.5	617.66	56	74.5	985.33	968.5	600.33	2166.67	1142.33	668.34	1128.17	918.33	876.17	1474	901	1159.16	174.34	647	814.5	482.5	131.33	576.33	214.33	1194.83	576.67	86	190.67	314.83	158	868.49	263.5
K08281	1864.6	235.58	1670.87	761.2	277.77	1417.92	1342	5343.23	735	595.3	1390.1	1551.17	711.67	506.5	1488.9	611.99	164.59	786.8	549.49	639.55	1072.83	1033.54	1708.29	364.73	224.6	820.75	1005.5	285.98	2708.92	1474.98	1871.17	1503.93	255.6	583.5	2139	2225.7	652.03	1457.98	853.3	1344.53	1567.45	577.1	683.28	207.4	460.17	2186.98	1090.33	1067.67	1170.14	3197.59	1308.9	438.95	708.58	4844.26	955.2	1057.62	348.8	1324.58	239.83	337.3	1447.8	4651.43	740.5	368	1130.1	639.16	861.9	1446.9	1370.6	2764.72	854.8	1446.4	679.67	312.7	1607.05	665.33	527.3	1074.73	561.5	1706.65	740	477.37	1236.12	223.14	1763.71	661.53	675.43
K08289	5984.44	4086.87	3453.82	7573.12	5568.18	7547.83	5617.8	7184.69	5476.6	3520.73	4476.98	5038.96	3574.92	6170.95	5926.9	3047.96	3426.8	6728.43	3342.21	2945.38	4339.49	4124.99	5311.77	4955.21	3059.81	5755.64	7483.8	6001.68	5914.57	6095.53	6925.37	7488.63	3566.12	2660.73	4722.07	7660.05	5150.96	5395.73	5205.59	6635.28	4861.94	6293.25	6084.03	4975.18	6152.59	5662.41	6069.73	6611.49	7647.63	7634.89	5851.82	5491.23	4622.63	8075.92	2744.53	4317.37	2036.38	4899.82	6532.98	3832.85	6467.98	8658.73	6167.83	7844.59	6001.13	6825	5665.59	6258.6	5121.89	5735.15	4810.63	4550.09	5150.51	6495.4	7934.78	7882.43	3557.45	3480.72	2742.75	7060.15	7947.12	5937.97	7264.67	3888.79	6060.46	6279.35	3312.13
K08298	0	0	110.5	2	3	0	0	1	0	8.5	0.5	0	157.5	0	7	10	1.5	25.5	144.5	0	61	298	0	0	1	0.5	31	0	80	0	2.17	0	1	450.5	1.5	0	25	0	175	0	5	0	6	1	15.5	3.5	0	0	0	125	0	1	106.5	56.5	2	11	1.5	410	1.5	0	43	1.5	0	48	16.5	15.5	0	0	0	0	162.5	90	0	0	162.67	0	2	56.33	0	0.33	0	0.5	19	1	0	0	241.5
K08299	0	0	106	0	1.5	0	0	0	0	0	0	0	147	0	7	0	1.5	25	4	0	61	292	0	0	0	0	31	0	80	0	0	0	0	448	0	0	25	0	175	0	5	0	6	0	0	3.5	0	0	0	125	0	1	102.5	56.5	0	0	1.5	410	0	0	43	0	0	48	11	13	0	0	0	0	162.5	89	0	0	162	0	0	0	0	0	0	0	17	0	0	0	241.5
K08302	3	21.5	113.5	14.33	18	11	90	132.5	23.5	119	171	16	290.5	1	10	54.5	4	28	88.5	3.75	312.5	306	419.92	4	4	24.25	116	24	87.75	26.75	40.5	63	9	455.5	24	22.5	62	84	199.75	7	21.5	17.5	8.5	15.5	78.5	7.25	20	19.5	131.75	144.5	33.5	32.25	116.75	74.5	50	102.75	4.5	530.08	140.5	18.5	594.5	26	23	66.5	250	27	15.5	12.5	6	5.75	181	102.75	25.75	3.5	297.25	0	26.5	43.5	0	9	4	5	37	9.5	32.25	11	246
K08312	2271.09	1951.74	2117.04	1619.87	1483.93	2866.76	2325	5998.98	2272.83	1110.13	2362.68	2196.59	1273.5	1859.5	3260.07	2268.49	1970.93	2039.3	923.99	1708.71	1918.09	1460.21	2443.04	618.73	1485.68	3430.34	2031.25	2805.98	3084.25	2254.98	4490.5	1699.93	1818.85	697.33	2482.99	2595.62	2179.53	3005.31	2024.64	2048.03	2336.37	2942.35	1026.28	714.58	1227.34	2799.48	1551.83	3997.34	1640.63	4107.09	2206.07	1230.03	2097.33	5381.17	1575.03	2126.87	1054.63	2121.07	1713.08	2504.8	2939.63	5048.93	1685.33	1764.09	1652.76	1253.83	2063.49	1964.4	2666.27	3560.3	1576.63	1840.64	1685.01	1125.7	1953.63	2033.33	1808.63	1200.56	2286.83	2188.32	2316.67	3322.87	2205.79	2526.47	2270.71	1856.35	1350.1
K08318	0	0	0	1	0	0	0.5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08324	23	30	106	16.45	1.5	0	0	7	28	3	0	0	148	0	7	2	1.5	25	4	6	64	305	35.67	0	14	3	90	0	106.5	28	0	0	0	448	27	0	96.83	2	178	3	6	0	6	2	0	3.5	44	1	2	151	0	2	102.5	62.5	0	0	1.5	546.83	0	0	43	0	0	48	11	13	0	0	0	4	162.5	126	0.25	5	163	15	15	2	130	9	0	0	17	2	0	8	260.5
K08348	433.5	95	443	700.45	893.5	1108	72	25	1771	105	95	350.75	158	476.5	626	183	1240.5	868.5	57	306.75	142.5	345	440.92	40	43	62.25	537	598	273.75	286.25	1041	171	829	501	886.5	63.5	1543.83	172	333.25	36	43	407.5	60.5	65	100	290.25	334	644	118.75	2246	286.5	346.75	859.25	714	198	173.75	241.5	922.58	788	1023.5	263	4758	390.5	1026.5	734	436	596.5	218.5	838	1849.75	230	790.75	196.5	97	256.25	132	710	158.5	329	477	169	35	960	1681.5	731.25	568	365.5
K08352	392	0	8	468	41	0	0	5	22	0	3	13	0	6	593	0	1	19	1	5	71.5	9	18.5	37	7	7	24	20	20	213	29	171	0	51	855	0	12	1	124	0	37	0	48	2	1.5	2	86	6	106	2018.5	18	108	20	348.5	0	0	82	59	34	0	5	4553	201	0	699.5	366	566	0	836	1705	2.5	569	18	0	0	0	13	103	99	467	0	0	716	14	622	51	2
K08353	392	0	8	468	41	0	0	5	22	0	3	13	0	6	593	0	1	19	1	5	71.5	9	18.5	37	7	7	24	20	20	213	29	171	0	51	855	0	12	1	124	0	37	0	48	2	1.5	2	86	6	106	2018.5	18	108	20	348.5	0	0	82	59	34	0	5	4553	201	0	699.5	366	566	0	836	1705	2.5	569	18	0	0	0	13	103	99	467	0	0	716	14	622	51	2
K08354	392	0	8	468	41	0	0	5	22	0	3	13	0	6	593	0	1	19	1	5	71.5	9	18.5	37	7	7	24	20	20	213	29	171	0	51	855	0	12	1	124	0	37	0	48	2	1.5	2	86	6	106	2018.5	18	108	20	348.5	0	0	82	59	34	0	5	4553	201	0	699.5	366	566	0	836	1705	2.5	569	18	0	0	0	13	103	99	467	0	0	716	14	622	51	2
K08357	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	43	0	0.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1.5	0	0	0	2	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	1	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08358	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	43	0	0.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1.5	0	0	0	2	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	1	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08359	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0	43	0	0.5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1.5	0	0	0	2	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	1	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K08680	5	0	146	3.33	3.5	172	3	0	96	2	89	0	0	89	875	81	398	192	0	0	12	0	3.67	0	0	2	331.5	166	23	118	84	0	0	0	0	0	9	0	35	0	37	28	0	0	71	60	0	564	3	0	57	35	0	1	128	106	0	101.83	0	760	102	0	0	92	0	2	11	0	0	125	1	0	0	187	0	0	603	35	57	6	67	6	0	1589.5	0	0	80
K08682	53	45	106	31.45	5	47	10	0	125	64	44	12	151	9	17	5	16.5	70	25	17	61	292	2.67	28	0	12	38.5	4	111	14	0	0	0	482	9	0	171.83	6	194	7	62	0	8	15	0	22.5	0	0	2	269	0	8	122.5	69.5	0	19	10.5	536.83	0	6	58	0	65	52	11	43	27	0	0	6	173.5	157	0.25	8	186	0	13	53	128	0	0	0	17	14.5	0	45	252.5
K08683	222	495	1055	459.12	269	310	1220	5323.25	324	641.5	612.75	765	648	732	114	718	160	887	342.5	813	1431.75	1234.67	1449.42	382	924	1558.75	423.25	774	2131.5	1351	890.5	1263	486.25	557.5	1335.5	1711.25	599.83	1509	615	323	1597.25	999.08	413	335	496.5	1823.83	819	1485	911	538	1518	322.25	660.25	499.25	248	1234.25	437.5	1239.83	93	548	908	248.5	366	413.33	369	389.5	398	1428.33	404	496.25	500.3	943	167.25	321	1544.92	600	569	792	478	209	888	1357	685	364.5	389	482	1008.5
K08722	4781.84	3072.29	1886.57	6207.5	2229.41	5951.41	3960.55	888.33	4161.1	2511.43	2911.13	2553.29	2032.75	5046.45	4839.25	2068.35	4392.29	5849.88	3524.97	1817.08	3163.74	2335.78	1444.9	3891.23	1653.08	4167.39	5809.05	4806.95	2796.32	3784.8	5840.7	5501.7	3109.65	1754.73	2596.94	4875.1	3947.55	3181.13	3850.29	4811.75	2562.62	4606.57	4479.75	2613.03	4021.42	3326.93	3643.9	5038.57	6284.16	4994.05	3695.92	4600.7	3421.55	7077.91	2136.58	2616	1443.33	4067.07	5640.9	2900.55	4560.43	6958.8	4963	5151.34	3853.53	5331.42	3630.44	3697.95	3597.79	4905.93	3641.33	2315.19	3556.09	5349.7	5357.23	5930.6	2521.53	1792.49	2268	5674.75	7219.37	4466.1	6146.55	3259.9	3841.5	4380.74	2564.45
K08723	4781.84	3072.29	1886.57	6207.5	2229.41	5951.41	3960.55	888.33	4161.1	2511.43	2911.13	2553.29	2032.75	5046.45	4839.25	2068.35	4392.29	5849.88	3524.97	1817.08	3163.74	2335.78	1444.9	3891.23	1653.08	4167.39	5809.05	4806.95	2796.32	3784.8	5840.7	5501.7	3109.65	1754.73	2596.94	4875.1	3947.55	3181.13	3850.29	4811.75	2562.62	4606.57	4479.75	2613.03	4021.42	3326.93	3643.9	5038.57	6284.16	4994.05	3695.92	4600.7	3421.55	7077.91	2136.58	2616	1443.33	4067.07	5640.9	2900.55	4560.43	6958.8	4963	5151.34	3853.53	5331.42	3630.44	3697.95	3597.79	4905.93	3641.33	2315.19	3556.09	5349.7	5357.23	5930.6	2521.53	1792.49	2268	5674.75	7219.37	4466.1	6146.55	3259.9	3841.5	4380.74	2564.45
K08963	2094.16	458.16	377.55	844.49	1120	2347.34	477.75	153.05	2084	406.33	1348.33	1283.59	334.83	780	1341.75	387.86	1012.09	1028.75	473.41	654.58	104.67	84	671.84	355.08	434.71	449.92	990.67	641.58	1064.67	872.08	2342.67	364.33	923.62	126	1076.29	1004.67	2006.38	286.45	597.67	735	423.29	460	1093.33	274.76	102.34	767.83	546.5	296.01	329.91	2478.25	517	413	1304.75	4929.83	1108.75	552.17	401.75	743.99	1283.83	307.5	928.08	4954.33	449.33	1042.34	853.33	697.09	977	613.75	1159.67	2743.25	683.3	1212.91	705.93	243.33	712.42	928.33	244.45	478.66	500.08	1526.91	635.92	127.84	1429.01	196.92	1508.08	1018.24	271.75
K08964	0	0	0	16.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67	0	0	0	0	0	0	0	0	0	0	0	0	0	71.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	128	0	0	0	0	0	0	0	0
K08965	0	0	0	16.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67	0	0	0	0	0	0	0	0	0	0	0	0	0	71.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	128	0	0	0	0	0	0	0	0
K08966	0	0	0	16.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67	0	0	0	0	0	0	0	0	0	0	0	0	0	71.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0	128	0	0	0	0	0	0	0	0
K08967	0	0	0	16.45	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.67	0	0	0	4	0	0	0	0	0	0	0	0	0	71.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6.33	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.25	0	0	0	0	0	128	0	0	0	0	0	0	0	0
K08968	2076.99	829.99	517.88	945.24	3135.83	2458.84	407.25	331.13	1302.33	590.33	1629.08	2468.34	980.33	1222	1474.92	425.86	699.25	1362.25	1352.24	673.41	164.26	1230.17	1887.26	425.58	481.21	894.84	1498.25	695.08	1793.67	1090.08	2916	663.33	810.87	998.33	763.12	1561.92	1055.21	520.61	1013.34	1258	729.29	699.25	1167	864.43	1368.84	996	1322.5	862.51	250.24	2022.25	1198.17	472.58	2124	5133.74	1165.58	1108.42	160.08	1782.82	514.66	1161	1293.58	1168.83	818.33	2347.01	1293.66	946.75	1696.17	1406.92	929.17	1660.5	1264.63	1708.74	939.93	930.08	1208.16	1269.83	974.45	747.66	447.58	1504.75	635.92	394.34	756.01	1988.92	952.58	1207.57	662.75
K08969	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K09007	5298.84	2211.62	2152.78	6433.62	5240.58	7097.41	3481.3	870.46	5117.1	2466.93	3324.88	3972.96	2411.25	5163.95	4857	1096.46	4287.7	5798.13	4519.71	1675.08	2741.66	2951.95	3409.24	4062.81	2290.96	2557.14	6510.8	4114.03	3726.24	4306.13	4504.37	6029.03	2554.52	2475.23	3084.57	5634.85	4511.76	2619.41	3445.54	5718.25	2770.49	3652.15	5171.25	3275.28	5118.09	3573.68	4785.4	3264.66	6204.74	6177.8	4020.42	4702.53	3549.8	7598.49	2172.33	2600.67	1334.08	3951.32	5812.06	2585.55	4952.18	7853.13	4922.33	7114.01	5260.53	5654.5	4381.77	4761.87	3616.29	4982.85	3748.63	3562.69	4475.68	5695.78	6098.65	5994.43	2513.65	2280.32	982.25	5880.83	6286.62	2807.94	6147.89	3026.49	4994.33	4835.82	2453.03
K09065	5301.84	3553.54	2689.28	6645.29	2681.91	6330.33	5398.8	6120.29	4132.6	2887.93	3938.88	3563.79	2434.42	5498.95	5175.5	2632.97	3179.87	5612.13	2417.22	2607.08	4106.66	3111.12	3844.07	4404.48	2850.96	5201.64	6346.8	5643.45	5049.24	5249.3	5820.87	6813.7	3422.52	2142.23	3917.57	6896.85	4530.76	4920	4378.54	6052.08	4409.24	5533.65	5801.83	3031.78	4636.92	5218.51	4766.23	6069.32	7296.66	6166.39	4944.42	5105.03	3261.8	7472.32	2580.33	3640	1923.08	3865.82	6227.4	3537.55	5749.68	7299.3	5451.83	5500.67	4449.03	5771	4440.61	5463.03	3871.79	5165.85	3997.13	3468.44	4845.17	5630.37	6377.82	7394.6	3125.65	2649.82	2622.25	5985.25	7779.62	5744.6	7072.88	3522.15	5863.33	5300.15	3132.53
K09251	0	0	106	16.45	1.5	0	0	0	0	0	0	0	147	0	7	0	1.5	25	4	0	61	292	2.67	0	0	0	31	0	80	0	0	0	0	448	0	0	96.83	0	175	0	5	0	6	0	0	3.5	0	0	0	125	0	1	102.5	60.5	0	0	1.5	511.83	0	0	43	0	0	0	11	13	0	0	0	0	162.5	89	0.25	0	162	0	0	0	128	0	0	0	17	0	0	0	241.5
K09458	5982.44	4059.37	3454.99	7558.37	5555.68	7522.83	5559.3	7074.69	5441.1	3256.73	4392.98	5024.46	3059.42	6166.45	5903.9	3164.46	4770.97	6248.43	4846.71	2931.38	4304.99	4120.32	5278.1	4951.21	3034.81	5765.64	7437.8	5989.68	5892.4	6071.03	6336.87	7473.63	3548.12	2658.23	4655.57	7644.05	5102.96	5387.4	5196.09	6621.28	4936.44	6285.25	6084.03	4966.68	6136.09	5661.41	6012.73	6568.99	7632.63	7618.89	5745.82	5474.23	4442.63	8072.59	2735.53	3886.37	2030.38	4619.32	6412.48	3827.85	6465.48	8646.73	6179.33	7828.59	5819.63	6810	5652.59	6251.6	5071.89	5722.98	4674.13	4542.59	5122.01	6425.65	7817.78	7879.43	3463.95	3457.72	2724.75	7041.15	7946.12	5934.97	7221.67	3880.29	6047.46	6276.35	3303.3
K09469	437.25	378.5	238.88	362.2	1079.25	1321	378.25	35.38	1507.25	306.25	485	344.25	315	484.75	999.5	174.12	1029.25	913.75	117.75	469.75	24	71.25	350.17	303.25	381.38	359.75	804.5	709	410.25	695.25	1239.5	137	880.37	130	135.38	435.75	1653.88	244.62	332	304.75	300.62	463.75	891.75	299.5	270.75	263.5	369.25	287.25	131	189.75	326	210.25	770	49	377.25	486	265.75	617.58	1198	292.25	471	184.75	207.25	949.25	106	249	367.75	443	45	130.75	481.8	488.5	558	439.25	335.75	866.25	194.37	219.5	190.25	124.25	242.75	121	518	164.25	967.25	798.25	216.75
K09472	455	406.33	376.83	710.2	82.17	336	100	173.5	257	137.5	206.5	44.67	187	257	1586	132.24	503.33	397	191.49	76	193	347.67	460.01	78.33	35	39.5	477.5	661.33	150.17	382.33	1029.5	234.33	714	552.5	910.5	43	288.83	170.66	391	109	198	195	56	51	100.17	138	142.5	609.09	234.25	2485	83	360	178	381.33	176	298.17	116.5	319.83	77.33	1063	433	4584.83	439	219.67	740	463.5	849.33	49.67	1158	1877.17	227.3	795	527.59	233.58	543	27.33	673	275	314	579	75	231.34	898.34	1615.84	711.33	151	309.83
K09474	4350.34	3018.29	2040.95	6445.87	4366.41	4964.91	4069.3	661.71	3735.1	2264.43	2268.63	2928.04	2115.25	4428.45	4774.5	1441.97	1816.04	5035.63	2426.22	1691.83	2588.74	2959.28	2643.9	4180.48	1824.96	3831.64	5806.05	3767.7	3018.32	4590.55	3201.7	6154.7	1896.27	2207.73	3048.07	5199.1	3143.93	3168.75	4119.29	5720.75	2769.24	4175.07	5236.75	3225.78	4972.92	3021.43	4463.9	4006.32	6432.16	6285.8	4025.42	4418.2	3109.8	3437.91	1378.83	2118	1298.58	3562.07	5423.9	1630.55	4186.68	7799.3	5300	6191.34	5020.03	5931.17	4812.94	4481.2	4314.29	3992.68	3859.83	3618.44	3867.09	5657.2	6251.48	7020.1	1673.65	2179.49	1961.25	5069.5	6018.62	3635.1	6380.55	1817.65	4478.75	4868.99	2320.7
K09478	0	0	0.5	0	98	0	0	6.25	0	0	0.25	0	0.5	0	0	0	0	0	0	0	0.75	0	5.25	0	0	1.25	64.25	0	6.5	0	0	0	0.25	0	0	0.25	0	0	0	3	0	0.75	0	2	0	0	0	0	4	2	0	0.25	1.75	5.75	0	3.25	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25	0	0	0	0	0.25	0	0	0	0	1	0	0	0	0	0	0	0
K09680	5986.44	4021.87	3516.82	7372.12	4727.18	6496.83	5563.47	7184.69	4272.6	3450.73	4453.48	4944.71	3596.42	5797.95	5927.9	3173.96	3957.13	6115.43	4876.96	2844.38	4344.49	4097.99	5274.27	4952.21	3054.81	5724.64	7136.8	5497.68	5821.32	6095.53	5926.37	7492.63	2744.12	2660.73	4733.74	7637.05	3834.96	5293.73	5205.59	6635.28	4974.94	5949.58	6083.03	4936.18	6126.59	5481.41	5957.73	6558.49	7647.63	7634.89	5834.82	5371.23	4644.63	8074.92	2716.53	4317.37	1921.38	4977.82	5782.98	3606.85	6252.98	8658.73	6170.83	6911.34	6003.13	6825.33	5665.59	6215.6	5127.39	5735.15	4810.63	4550.09	4972.51	6403.4	7868.78	7793.43	3555.45	3483.39	2666.75	7059.15	7824.12	5910.97	7178.67	3832.79	6063.46	5846.35	3304.13
K09698	5986.44	4086.87	3516.82	7578.12	5562.18	7547.83	5617.47	7181.69	5476.6	3520.73	4487.48	5038.96	3598.42	6172.95	5928.9	3191.96	4842.13	6735.43	4891.96	2945.38	4343.49	4124.99	5318.27	4954.21	3059.81	5773.64	7483.8	6001.68	5916.32	6090.53	6925.37	7492.63	3566.12	2660.73	4733.74	7662.05	5150.96	5393.73	5204.59	6635.28	4974.94	6293.58	6083.03	4975.18	6150.59	5664.41	6071.73	6615.49	7644.63	7631.89	5851.82	5494.23	4800.63	8060.92	2751.53	4317.37	2036.38	5098.82	6532.98	3861.85	6467.98	8658.73	6192.83	7845.34	6003.13	6824.33	5664.59	6258.6	5127.39	5735.15	4810.63	4551.09	5150.51	6495.4	7961.78	7882.43	3557.45	3483.39	2742.75	7060.15	7947.12	5938.97	7264.67	3888.79	6065.46	6279.35	3311.13
K09699	15.33	1.33	0	0.75	32.83	0	0	185.83	15.33	42	0	1	9.5	10	38.67	4	0.33	6	113.33	1.33	24.67	0	23	7	74	1.67	21.83	0	2.33	51	0	0	0	4.33	11.33	0	0	3.33	22.67	3	26	2.67	56.67	35.67	10	0.67	2	1	3	0	11.67	8	9	2.33	33.33	0	19.33	3.33	0.33	0	1	0	9.67	0.67	55.33	24.66	0.67	136.67	0	12.5	53.33	14.33	0	138.25	0	0	0	9.33	0	149.67	0	0	0	0	1	1	29.67
K09809	12	90.25	730.33	52	91	126.25	174	330	59	422	233	18	369	153	110.5	41.25	142.33	581	59	462	304.67	42.67	448.17	12	56	40	124	467.25	78.67	39	615	114	64	27	90	57	101.33	246.58	54	107	129	166.33	73.25	64	188	47	110.5	46.75	346.33	212.25	105	245.33	411	35.33	52	772.5	25	528	42	388	740	51	181.33	142.5	41.5	65	266	26	324	46	72	73.25	518.5	109.25	379	19	153	65	39	137.25	10	228	183	14	115	65.33	7.33
K09882	0	2.33	0	6	1.67	0	0	2	0	0	0	1.67	0	0	0	14.99	0	6	5.99	0	0	8	0.67	4.33	0	0	41	1.33	10.5	10.33	0	12.33	1	0	23	0	0	6.33	0	0	0	15	0	2	2.67	11	4	6.34	0	0	0	0	0	0	0	0.67	0	2	22.33	5	0	1.33	7	1.67	1	5	3.33	32.67	4	1	0	5	3.34	1.33	3	8.33	0	0	0	0	0	4.34	4.34	4.34	0.33	0	0
K09883	0	2.33	0	6	1.67	0	0	2	0	0	0	1.67	0	0	0	14.99	0	6	5.99	0	0	8	0.67	4.33	0	0	41	1.33	10.5	10.33	0	12.33	1	0	23	0	0	6.33	0	0	0	15	0	2	2.67	11	4	6.34	0	0	0	0	0	0	0	0.67	0	2	22.33	5	0	1.33	7	1.67	1	5	3.33	32.67	4	1	0	5	3.34	1.33	3	8.33	0	0	0	0	0	4.34	4.34	4.34	0.33	0	0
K09903	5986.44	4086.87	3516.82	7578.12	5568.18	7547.83	5617.8	7184.69	5476.6	3520.73	4476.98	5038.96	3577.92	6170.95	5928.9	3191.96	4842.13	6732.43	4891.21	2945.38	4342.49	4124.99	5316.77	4955.21	3059.81	5773.64	7483.8	6001.68	5917.57	6095.53	6925.37	7489.63	3566.12	2660.73	4722.07	7660.05	5150.96	5395.73	5205.59	6635.28	4974.94	6293.25	6084.03	4975.18	6152.59	5663.41	6071.73	6611.49	7647.63	7634.89	5851.82	5494.23	4800.63	8075.92	2751.53	4317.37	2036.38	5098.82	6532.98	3861.85	6467.98	8658.73	6189.83	7844.59	6002.13	6825.33	5665.59	6258.6	5121.89	5735.15	4810.63	4551.09	5150.51	6495.4	7934.78	7882.43	3557.45	3482.72	2742.75	7060.15	7947.12	5938.97	7264.67	3888.79	6061.46	6280.35	3314.13
K10047	952.24	468.16	1015.05	886.99	1324.41	1430.34	432.42	292.63	1832.58	460.58	569.08	515.92	500.83	616.75	1675.17	339.12	1415.09	1295.75	295.5	1094.41	235.76	395.25	483.92	384.25	498.96	416.34	1027.75	826	642.5	1057.25	1289.5	318	885.62	671.33	1076.04	487.67	1971.71	348.95	713.34	359.75	500.29	526.83	1010.75	406.18	377.42	402	532.25	859.92	274.99	2601.75	621.67	493.83	1509.25	799.91	547.58	846.25	431.58	1278.57	1249.58	1142.25	578.33	4956.75	504.58	1093.09	871.66	751.67	1005.84	756	892.17	2001.33	638.83	1383.24	626.59	603.25	562	914.25	847.7	389.83	443.58	791.25	253.42	130	1403.67	1793.08	1711.25	1039.57	604.92
